Id,Username,Text,Created At,Retweets,Likes,Quote_count,Reply_count,View_count
1864687271447806058,belo 🌎,"PARÁ, PARÁ
¿Pagaste la de crédito? Porque vence hoy 😳

Tranqui, porque si te quedó pendiente, podés hacerlo ya mismo desde belo: Visa, Mastercard, American Express, cualquiera 🫡 https://t.co/6B2dXWCn0k",Thu Dec 05 15:04:24 +0000 2024,2,8,0,2,2108
1864671137919103027,belo 🌎,Cómo empezó / Cómo va https://t.co/7j0CcU2Mxf,Thu Dec 05 14:00:17 +0000 2024,0,14,0,6,2028
1864461181622341773,belo 🌎,"QUE NO SE TE PASE MÁS EL TIEMPO 😱 Empezá a ahorrar para darte ese gustito que te merecés 😌

Te enseñamos a programar un ahorro automático para que la app de belo se encargue de ahorrar por vos 📲 https://t.co/dB3TicDllA",Thu Dec 05 00:06:00 +0000 2024,2,3,0,2,2192
1864411645621019120,belo 🌎,"¡Felicitaciones, freelancers y contractors! Sobrevivimos a un año más 😅🎉

Este es nuestro resumen del año 🧵👇 https://t.co/A8fj85vgdH",Wed Dec 04 20:49:10 +0000 2024,1,7,0,3,1861
1864370246397616560,belo 🌎,"📣 TE ESTAMOS BUSCANDO ⭐️

Abrimos la convocatoria a embajadores 🚀 ¿Te encanta compartir contenido en redes sociales o tenés una comunidad? Es por acá 👋

Trabajá con nosotros, sumate a la comunidad exclusiva y ganá creando contenido de valor y ayudando a otros freelancers 🧵👇",Wed Dec 04 18:04:39 +0000 2024,4,24,2,5,10673
1864336117731881407,belo 🌎,"¿Cuáles son tus creadores de contenido favoritos sobre trabajo freelance o remoto? Que te hayan brindado BUENA data 👀

Recomendalos en este post 👇",Wed Dec 04 15:49:02 +0000 2024,3,6,0,2,2004
1863695765815627993,belo 🌎,"¿Te interesa trabajar en belo? 🚀 Tenemos nuevas ofertas laborales 100% remotas para:

👉 Finanzas
👉 HR
👉 Compliance
👉 Producto
👉 Customer Care

Detalles y postulación 🧵👇",Mon Dec 02 21:24:31 +0000 2024,7,22,0,7,5390
1863678716376719772,belo 🌎,"YA PODÉS PAGAR EL SUBTE CON BELO 💳 

Y además, 50% OFF en TODOS tus viajes 🔥",Mon Dec 02 20:16:46 +0000 2024,4,20,0,4,4542
1884717290169528824,belo 🌎,Uy! Se me cayó la tote https://t.co/rBlh0BMhd8,Wed Jan 29 21:36:32 +0000 2025,2,24,0,3,4166
1883979047384060395,belo 🌎,"¡Feliz día del Community Manager! 🎉

🎁 Queremos celebrar su día regalándoles una PLANTILLA GRATUITA que hará más simple su trabajo diario 📝

👉Base de lineamientos, personalidad e identidad de marca
👉 Calendario de contenidos
👉 Seguimiento de objetivos

Link 🧵👇 https://t.co/M0Z8MBRdGJ",Mon Jan 27 20:43:02 +0000 2025,3,12,1,7,4281
